Gene Name,CN,Expression,HotspotMutation
CYB5A,0.8401328011316271,4.570462931026041,0.0
CYFIP1,1.1768242026217084,5.471187460386985,0.0
CYFIP2,1.099528698663056,2.6915341649192,0.0
CYP11B1,1.0288319646702535,0.0,0.0
DAB1,1.1227527204969003,0.7311832415722002,0.0
DAB2,1.1160844846691396,3.5058909297299574,0.0
DIAPH1,1.0887286277909776,6.453846773749929,0.0
DMD,0.8724646124423581,1.01435529297707,0.0
DNASE1L3,1.1093363132490914,0.0,0.0
DPP7,1.0121462035105129,5.863938450423972,0.0
E2F7,1.1253239240814878,3.475084882948783,0.0
E2F8,0.8400171581402002,2.451540833017832,0.0
EAF1,1.062693663981116,4.37016428054021,0.0
EAF2,1.0655987354634937,2.1795110502715103,0.0
ECT2,0.8148625891381229,5.155425431747197,0.0
EEFSEC,1.0655987354634937,3.439623137557117,0.0
EFR3A,1.1104638650107093,3.440952198029637,0.0
EGFR,1.1321410894407071,1.4905701304462011,0.0
EIF1,1.0342614038771445,9.054604317960672,0.0
EIF1B,1.111002417170932,6.136888607903066,0.0
EIF2S1,0.8016236744705154,7.058641195327567,0.0
EIF3I,1.0233433489715762,9.071757307227802,0.0
EIF4EBP1,0.8218710410440071,7.99588018817637,0.0
ELOVL5,0.951875809922245,5.910492832288714,0.0
ENO1,1.0305344427473682,11.395748328179032,0.0
ENO2,1.0784235707359593,4.992315251861196,0.0
EPAS1,1.0960087460051284,0.9781956296816516,0.0
EPC1,0.8114191714165384,3.095924419998536,0.0
EPC2,0.8448621056514183,3.3291235962915664,0.0
ERBB3,1.0526479072620178,7.48163800221041,0.0
ERLEC1,1.0960087460051284,5.663629258814752,0.0
ERO1A,0.8235704254510745,4.354028938054387,0.0
ERO1B,1.266069533228195,3.431622959713292,0.0
EXO1,1.3488778010401776,5.222263603528345,0.0
EXOSC4,1.0288319646702535,7.046578366620329,0.0
EXOSC6,1.078277223196736,3.448900951145128,0.0
FAH,1.0737780445737044,4.05484847699562,0.0
FANCI,1.0737780445737044,6.2695942516833725,0.0
FANCM,0.8235704254510745,2.4646682670034443,0.0
FEN1,1.0768055416392155,7.17342729734862,0.0
FGFR2,1.1067347436274129,0.5753123306874368,0.0
FKBP4,1.0784235707359593,6.172727518012846,0.0
FKBP5,0.7594058703577788,3.371558862611963,0.0
FLNA,0.7099237194191294,8.585751258915225,0.0
FMNL2,0.8448621056514183,4.649615459063409,0.0
G3BP1,1.1700427303474514,8.888499735514124,0.0
G3BP2,0.6885865743190178,5.704318677760831,0.0
G6PD,0.7099237194191294,6.630376347015205,0.0
GABPB1,1.0912100971183731,4.500802053057158,0.0
GABPB2,1.2619462999261362,2.192194165283345,0.0
GBP3,0.8240067741890578,1.3785116232537298,0.0
GCFC2,1.0960087460051284,3.4802651220544627,0.0
GLI3,1.1321410894407071,2.7092906357233577,0.0
GNL1,0.7594058703577788,4.887037791419196,0.0
GNL3,1.0347317607539277,7.602513297451835,0.0
GNL3L,0.819306914324126,3.853995647176393,0.0
GPT,1.0288319646702535,0.765534746362977,0.0
GPT2,1.088516711818021,4.7420062108667365,0.0
GRPEL1,1.072284803179289,5.37851162325373,0.0
GRPEL2,1.0887286277909776,4.457462964648552,0.0
H6PD,1.0305344427473682,3.353323291162897,0.0
HDAC10,0.7617372757029315,4.066950243924627,0.0
HDAC6,0.819306914324126,4.009884588931844,0.0
HIVEP3,1.0233433489715762,4.596935142387232,0.0
HMGCS1,1.1160844846691396,4.954661620837898,0.0
HMGCS2,1.0857722513349783,0.01435529297707,0.0
HNRNPA2B1,1.1121703227704258,10.170425850272508,0.0
HSP90AA1,0.780331932620684,9.92164757323506,0.0
HTATIP2,0.8400171581402002,5.451870478864323,0.0
IKBKB,0.8218710410440071,4.10936055940423,0.0
INF2,0.780331932620684,4.848497755385146,0.0
KDM6A,0.6761905512749755,3.168321115739723,0.0
KDM6B,1.0252888296138094,3.942983598187102,0.0
KSR1,1.0158652870774016,1.803227036434928,0.0
KSR2,1.0652332198701369,0.1243281350022017,0.0
L2HGDH,0.8235704254510745,3.3146965256562866,0.0
LONP1,1.005931644070971,6.637059538410849,0.0
LONP2,1.088516711818021,4.372255648445787,0.0
LSG1,0.8148625891381229,4.875780063068488,0.0
LSM6,0.8341559920483703,6.598871346211795,0.0
MANF,1.0347317607539277,7.508428652531857,0.0
MAP2,0.8240276605794876,0.0976107966264223,0.0
MAP2K1,1.0325010406651487,5.649902819893139,0.0
MAP2K2,1.005931644070971,6.475409193401062,0.0
MAP4,1.0347317607539277,6.025250321561575,0.0
MAPK1,0.7699614814903603,4.93969674069176,0.0
MAPK3,1.037224684237366,5.256255873202732,0.0
MAPK8IP3,0.9838563462841144,5.350143602017798,0.0
MAPT,1.0342614038771445,1.1243281350022014,0.0
MCL1,1.2619462999261362,7.401476878553344,0.0
MCM2,1.0655987354634937,6.5777309314900805,0.0
MCM7,1.111396104818915,8.05006629830629,0.0
MCM9,0.8269682825833569,2.3305584000308026,0.0
MET,1.1346218867110769,4.5855634984556914,0.0
MICU1,0.7605368869736955,4.767125077269071,0.0
MICU3,0.8218710410440071,1.74416109557041,0.0
MKI67,1.1067347436274129,6.333065878076355,0.0
MLF1,1.1106184863712567,4.236492618381302,0.0
MLH1,1.111002417170932,5.57803297169654,0.0
MLH3,0.8016236744705154,0.5260688116675876,0.0
MLKL,1.078277223196736,3.676944359106912,0.0
MND1,0.8341559920483703,4.06177619758669,0.0
MOCS3,1.32815030983966,3.475084882948783,0.0
MORF4L1,1.029058374329899,9.2178850161824,0.0
MORF4L2,0.8578412677379762,8.8988129772361,0.0
MTOR,1.0305344427473682,4.863442934348041,0.0
MYC,1.1104638650107093,3.358958825832329,0.0
MYD88,1.111002417170932,4.653060017104565,0.0
MYT1,1.1816276549614475,0.3334237337251918,0.0
NAMPT,1.111396104818915,5.751142324726947,0.0
NAPA,1.0120120945998416,5.856736756119109,0.0
NAPB,1.0979822311737604,2.4982508675278257,0.0
NCKAP1,0.8240276605794876,5.282810439572558,0.0
NCKAP1L,1.0526479072620178,0.0285691521967709,0.0
NDUFA2,1.0887286277909776,7.534419616373016,0.0
NDUFA9,1.0784235707359593,5.965322548367254,0.0
NEK9,0.8016236744705154,3.658782734012828,0.0
NET1,0.8118614851557115,5.106013237622119,0.0
NFKB1,0.8385267678781614,5.076815597050831,0.0
NFKB2,1.0285209620388116,4.321206566969903,0.0
NLRP3,1.3189238831221983,0.3785116232537298,0.0
NME3,0.9838563462841144,5.235344128172668,0.0
NNT,1.1963036633967576,4.478971805032942,0.0
NPAS2,0.8177334771942888,6.348374075191163,0.0
NUDC,1.0233433489715762,7.356672044212097,0.0
NUDCD3,1.1321410894407071,5.000901402741532,0.0
OBSCN,1.266069533228195,1.8875252707415875,0.0
OBSL1,0.8240276605794876,5.978195629681651,0.0
OS9,1.0526479072620178,6.573798643589297,0.0
OXCT1,1.1160844846691396,4.290571850852079,0.0
PAK3,0.8578412677379762,0.2868811477881615,0.0
PAM,1.1246097021763997,5.661920579135087,0.0
PARG,0.0,3.641546029087524,0.0
PARP1,1.0028548189944764,7.539391485093035,0.0
PARP2,0.839606764385887,5.118525848935668,0.0
PARP3,1.0347317607539277,4.0925457415435655,0.0
PAXBP1,0.7795827295925026,4.4329594072761065,0.0
PCMT1,0.8269682825833569,6.526694845541976,0.0
PDCD2,0.8186437531248697,5.832383716549126,0.0
PDCD2L,1.0120120945998416,4.492494151679432,0.0
PDS5A,1.1132788128448807,5.054414387917307,0.0
PDS5B,1.0681215334404963,4.321206566969903,0.0
PFN2,1.1106184863712567,7.464831606379887,0.0
PGK1,0.8578412677379762,8.434127784188027,0.0
PGK2,0.8466492918914046,0.0,0.0
PIF1,1.0325010406651487,4.298658315564516,0.0
PIK3R1,1.0807279335266506,2.91456452349394,0.0
PLK1,1.037224684237366,6.970393537914677,0.0
PMPCA,1.0121462035105129,7.166012401666198,0.0
PMPCB,1.111396104818915,6.649902819893139,0.0
POLL,1.0285209620388116,4.388878338811989,0.0
POLR2A,1.0252888296138094,6.260025655961456,0.0
POLR2B,1.125028777141297,6.701964839175899,0.0
POLR3A,1.0994081702453633,3.93451650158608,0.0
POLR3B,1.0983701775518488,3.5619370596224327,0.0
POP7,1.111396104818915,6.180505943794759,0.0
PPIB,1.0325010406651487,9.572965438229213,0.0
PPIL2,0.7699614814903603,4.5777309314900805,0.0
PPP1R10,0.7594058703577788,4.159467729266766,0.0
PPWD1,1.0807279335266506,5.111031312388744,0.0
PRKCZ,1.008744843675356,4.291308859828971,0.0
PRKDC,1.1444017146105785,7.482283611681781,0.0
PRR3,0.7594058703577788,4.148120631123964,0.0
PSEN1,0.8016236744705154,3.7037651787934096,0.0
PSEN2,1.266069533228195,3.9541963103868754,0.0
PSMB6,1.0252888296138094,7.618679150751557,0.0
PSMB9,0.7594058703577788,4.413458688007979,0.0
PSMD11,1.0158652870774016,7.131445438095588,0.0
PSMD7,1.078277223196736,7.720346876691759,0.0
PTEN,1.0994081702453633,4.186659017202113,0.0
RAD21,1.1104638650107093,7.148629105749778,0.0
RAD51,1.045900213020212,4.630521963471638,0.0
RAD54B,1.1104638650107093,3.569248029867182,0.0
RAD54L,1.0735392208065933,4.5777309314900805,0.0
RAE1,1.3319378201046217,6.182096347749001,0.0
RANBP17,1.099528698663056,2.2720231890610485,0.0
RB1,1.0813491065353793,4.439623137557117,0.0
RCL1,1.372559379736477,4.68873986801449,0.0
RHPN1,1.0288319646702535,3.14893410452634,0.0
RHPN2,1.0120120945998416,3.339137384919585,0.0
RIOK1,0.7944167760005058,4.794935662803536,0.0
RIOK3,0.8464269068098333,4.297925052503806,0.0
RNF135,1.0158652870774016,3.6982184782244136,0.0
RPA2,1.0233433489715762,6.292413667827485,0.0
RPA4,0.8578412677379762,0.5459683691052926,0.0
RPL10,0.7099237194191294,11.737796595096269,0.0
RPL10L,0.8235704254510745,0.4005379295837288,0.0
RPL3,0.7617372757029315,11.189206834597025,0.0
RPL3L,1.0076698636109942,0.01435529297707,0.0
RPL7,1.1104638650107093,11.303837815681348,0.0
RPL7L1,0.7594058703577788,6.471675214392045,0.0
RRAGC,1.0233433489715762,4.144862142915734,0.0
RRAGD,0.8269682825833569,2.817623257511431,0.0
RRAS,1.0120120945998416,3.959770155211468,0.0
RRM2,1.0933605744330015,7.534808661231747,0.0
RRM2B,1.1104638650107093,3.944858445807539,0.0
RRP1,0.7795827295925026,4.926948247949772,0.0
RRP1B,0.7795827295925026,4.371558862611963,0.0
RRP9,1.0347317607539277,5.575614877619633,0.0
RTCA,1.123768073806315,5.323730337521348,0.0
S100A10,1.2619462999261362,9.665975393930754,0.0
SCO1,1.0252888296138094,5.569248029867182,0.0
SCO2,0.7617372757029315,4.265286857565172,0.0
SCYL1,1.0448223518477735,5.490890978894291,0.0
SCYL3,1.333165394985367,2.6758159311722696,0.0
SEC11A,1.0737780445737044,7.632704448443689,0.0
SEC11C,0.8401328011316271,5.3957483281790335,0.0
SEC61A1,1.0655987354634937,7.408881659775095,0.0
SEC61A2,0.8118614851557115,2.3950627995175777,0.0
SEPHS1,0.8118614851557115,5.5453506448223,0.0
SEPHS2,1.037224684237366,6.461888664432819,0.0
SIRT6,1.005931644070971,5.0192571186810815,0.0
SIRT7,1.0420556543144,4.127633279725874,0.0
SLC16A1,1.0857722513349783,5.949301468328278,0.0
SLC38A1,1.1275399687432754,5.323730337521348,0.0
SMARCA4,1.2423262463611888,7.149035756458098,0.0
SMC1A,0.819306914324126,6.130313145543456,0.0
SMC3,1.1067347436274129,5.4356285940520905,0.0
SNRNP200,0.8177334771942888,7.11582397743624,0.0
SNRNP35,1.0652332198701369,4.568032104771279,0.0
SNRNP70,1.0120120945998416,7.69641119920883,0.0
SNRPA,1.0120120945998416,6.924575003392735,0.0
SNRPB,1.0510768248661633,9.088443752495031,0.0
SNRPB2,1.158071407487114,8.06759569694004,0.0
SNRPF,1.0983701775518488,6.835797782396204,0.0
SNX24,1.112083265842308,4.277240898332067,0.0
SPAG9,1.0342614038771445,5.540089281982523,0.0
SPARC,1.11437408525774,10.17903823539562,0.0
SPARCL1,0.6885865743190178,0.0840642647884745,0.0
SPG7,1.0887651860902163,5.698774108903683,0.0
SPTA1,1.2619462999261362,0.1763227726404629,0.0
SREBF1,1.0252888296138094,7.11717554569216,0.0
SREBF2,0.7617372757029315,5.1013979521825314,0.0
STAG1,1.1106184863712567,4.111865963867557,0.0
STAM,0.8118614851557115,3.327687364176047,0.0
STAM2,0.8448621056514183,2.7484612330040354,0.0
STK11,0.7625457233313128,4.479618608469416,0.0
STRAP,1.1197270338338132,7.687550651000702,0.0
TBC1D1,1.1132788128448807,5.000901402741532,0.0
TBC1D4,1.1041655801036163,4.405311682597445,0.0
TBL3,1.0247207331093244,5.465648025982281,0.0
TCF7L2,1.1067347436274129,5.38543103719352,0.0
TEP1,0.839606764385887,3.558267634055736,0.0
TEX264,1.0347317607539277,5.772941337831336,0.0
TGFBR2,1.111002417170932,3.9763636357327616,0.0
TIMM23,0.0,6.446752484566551,0.0
TIMM23B,0.0,3.1292830169449664,0.0
TLK1,0.4604734837493553,2.584962500721156,0.0
TLK2,1.0342614038771445,4.5668151540108965,0.0
TLN1,1.0731839382731867,6.574101508089389,0.0
TLN2,1.0770800967930632,1.5210507369009632,0.0
TNFRSF12A,1.0747032337864229,7.350497247084133,0.0
TNFRSF1A,1.0784235707359593,6.807097274938268,0.0
TOMM40,1.0120120945998416,6.312156888313374,0.0
TOMM40L,1.2619462999261362,4.289834465177509,0.0
TOP1,1.3607785844208369,6.944272817611599,0.0
TOP1MT,1.0288319646702535,5.245647773636751,0.0
TOP2A,1.0342614038771445,7.155931338769561,0.0
TOP2B,1.111002417170932,5.888986721186558,0.0
TOP3A,1.0252888296138094,4.350497247084133,0.0
TOP3B,0.7699614814903603,3.881664619320345,0.0
TP53,1.0252888296138094,5.356495987705577,0.0
TRAK1,1.111002417170932,3.605257262939004,0.0
TRAK2,0.8240276605794876,2.713695814843359,0.0
TRIM14,1.0426936000097986,3.5496691707264905,0.0
TUBB6,0.8268862635645653,6.729688713449679,0.0
TUFM,1.037224684237366,8.056908618323252,0.0
TYMS,0.8268862635645653,7.497372854529424,0.0
UBA5,1.0655987354634937,5.343763122149601,0.0
UBB,1.0252888296138094,10.793603309279408,0.0
UBC,1.0652332198701369,9.048078120613518,0.0
UBE2C,1.2836997647248662,8.146645040462031,0.0
UBE2E2,1.111002417170932,3.763411574470007,0.0
UBE2L6,1.1119532262622092,5.75702324650746,0.0
UBE2U,1.1227527204969003,0.0,0.0
UBE2V1,1.32815030983966,7.018033222764563,0.0
UBE2V2,1.1444017146105785,5.877989585387208,0.0
UQCRC1,1.0347317607539277,7.714314215794317,0.0
UQCRC2,1.037224684237366,7.062208077560245,0.0
UTP14A,0.8578412677379762,5.940401697969842,0.0
UTP14C,1.0813491065353793,1.298658315564515,0.0
UTRN,0.8269682825833569,4.444269502413482,0.0
VHL,1.081588569984302,4.788163657037767,0.0
WAS,0.819306914324126,0.1890338243900171,0.0
WASL,1.1479308679676918,3.855989697308481,0.0
WDHD1,0.8235704254510745,2.9164766444377164,0.0
WEE1,0.8400171581402002,4.013462259806563,0.0
WWTR1,1.1106184863712567,7.794480851149598,0.0
XPO7,0.8218710410440071,5.220329954879555,0.0
XRCC1,1.0120120945998416,5.044831233447812,0.0
YAP1,1.1447571579376064,5.704041954821288,0.0
ZNF75A,1.0747032337864229,3.5909612413426,0.0
ZYX,1.1214737092298528,6.036942844798256,0.0
